sentence	relation
They were a loose <e1>confederacy</e1> of various Arab <e2>lineages</e2> who were forged together in the eighteenth century by a common way of life and amalgamated in the twentieth century under their famous Shaykh (Sir) 'Ali al-Tom (1874-1937).	13
My animation <e1>assignment</e1> from last <e2>term</e2> made everyone smile.	8
The <e1>tailor</e1> left his <e2>scissors</e2> on a wall below his balcony.	11
At their peak on Saturday, 23 September, the <e1>powerboat</e1> <e2>manufacturer</e2> sold a new boat every 28 minutes.	16
Both ships caught <e1>fire</e1> after the <e2>collision</e2> but the blazes were brought under control.	1
The hotel is in the style of a <e1>country</e1> <e2>lodge</e2> and only has 18 rooms.	18
This <e1>volume</e1> contains fifteen <e2>essays</e2> by well-established scholars addressed to various aspects of Russell's wide-ranging and dynamic philosophical work.	13
The purpose of this paper is to present an on-going research that constructs a live <e1>thesaurus</e1> directly from search term <e2>logs</e2> of real-world search engines.	8
Her unexpected <e1>elimination</e1> caused a <e2>riot</e2> on the Internet, and one blog site (SOHH.com) referred to her elimination episode as the one where the show lost all credibility.	0
<e1>Sun</e1> and wind cause <e2>evaporation</e2> of water, causing rains, and this energy can be caught using hydroelectric power.	0
The <e1>compiler</e1> assumes that the <e2>programmer</e2> passes an object to the method.	10
The <e1>study</e1> is making a valuable contribution to determining the <e2>levels</e2> of sustainable tourism in this country.	18
This <e1>marmalade</e1> is made of the finest <e2>oranges</e2>, to create a delecious taste.	8
The <e1>tsunamis</e1> triggered by the massive <e2>earthquakes</e2> plunged those provinces into crisis: the number of people dead and missing has reached to 245,782 people.	1
Many <e1>shoulder problems</e1> are caused by the <e2>breakdown</e2> of soft tissues in the shoulder region.	1
These efforts of the crossbow-makers to decrease the friction of the <e1>bolt</e1> of the <e2>crossbow</e2> against the stock, as the bolt was driven forward by the bow-string, are traced in all mediaeval crossbows.	10
The centre and right images show progressive <e1>shrinkage</e1> after two and four <e2>years</e2>.	18
The purpose of this <e1>report</e1> is to present an unusual <e2>case</e2> of hepatic abscess due to infestation by Endamoeba histolytica.	14
AT LEAST 140000 <e1>homeowners</e1> have fallen into negative <e2>equity</e2>.	18
University guarantees that the <e1>student</e1> accesses the subjects with the proper <e2>background</e2>.	11
The <e1>author</e1> was born in a loving <e2>family</e2>, with all the privileges of an upper middle class lifestyle, and in fact was an accomplished athlete in high school and writer in his adult life.	8
She double clicked the <e1>mouse</e1> <e2>button</e2> by placing her finger on the left mouse-button and then quickly pressing and releasing the button two times.	3
Considerable <e1>attention</e1> has been directed toward the <e2>study</e2> of the motility of the stomach and its regulation by the extrinsic nerves.	18
A cable or rode is the rope, chain, or combination thereof used to connect the <e1>anchor</e1> to the <e2>vessel</e2>.	2
Donald Rayfield, Professor of Russian and Georgian at the University of London, presents us with a <e1>blush</e1> of <e2>boys</e2> who made the Faustian bargain with Stalin.	13
A case of <e1>craniopharyngioma</e1> originating in the sphenoid <e2>bone</e2> is presented.	8
"A reservation <e1>newspaper</e1> captured the mood with a <e2>headline</e2>: ""Wilma Mankiller, Cecelia Babykiller."""	3
The following pages are organized by subject, and investigate the root causes of <e1>damage</e1> caused by the <e2>quake</e2>.	1
Viral gastroenteritis is a highly contagious <e1>infection</e1> of the intestines caused by one of several <e2>viruses</e2>.	1
The <e1>fun run</e1> starts at <e2>noon</e2>.	18
Some people voluntarily get involved with politicisation, while others become victims of <e1>circumstances</e1> created by the <e2>politicisation</e2>.	1
He has simply taken the hook of the <e1>fishes</e1> <e2>mouth</e2> because the point of the hook did not stick out.	3
GIS analysis did show a relationship between <e1>cracks</e1> caused by the <e2>earthquakes</e2> and paddy fields and ponds with or without water.	16
Declining oil revenues have dragged this poor <e1>country</e1> into even deeper <e2>recession</e2>.	18
These <e1>lines</e1> from the pen of a nineteenth-century <e2>poet</e2> Rupchand Pakshi describe the city of Calcutta as a city of machines.	16
<e1>Workers</e1> build the <e2>comb</e2> from wax extruded from glands under their abdomen.	17
In the <e1>poem</e1>, the <e2>author</e2> develops the metaphysical issues raised in A Riddle and Canto.	16
A <e1>therapist</e1> helps the <e2>patient</e2> to understand himself or herself better.	18
I have long been an ardent admirer, user, and buyer of the <e1>knitwear</e1> produced by this excellent <e2>company</e2> based in the small borders town of Hawick.	16
In this affecting, perceptive debut <e1>novel</e1>, Rachel Kadish reflects on the <e2>ghosts</e2> of the past, the tensions of war, and the difficult bonds of family.	14
They also saw the birth of the Gelugpa <e1>school</e1> (also known as Yellow Hats) by the <e2>disciples</e2> of Tsongkhapa Lobsang Dragpa.	16
They respond to more and more <e1>telephone calls</e1> demanding <e2>payments</e2> to cover costs in order to receive their prize.	14
The site has free galleries of pics of guys showing the <e1>waistband</e1> of their <e2>underwear</e2> above their jeans.	2
Most <e1>people</e1> are familiar with <e2>feelings</e2> of anxiety.	18
<e1>Pinworm</e1> <e2>infestation</e2> is very rarely fatal; death and morbidity are from secondary infection.	0
We put the soured <e1>cream</e1> in the butter <e2>churn</e2> and started stirring it.	6
About two hours later, officers got an anonymous tip that the <e1>gunman</e1> was inside a nearby <e2>apartment building</e2>.	18
<e1>Dolphins</e1> created <e2>tools</e2> to use for entertainment.	17
The <e1>symbol</e1> denotes <e2>concatenation</e2>.	18
Some of the following <e1>quotes</e1> come from newspaper article <e2>leads</e2>.	8
The <e1>governor</e1> piled up all the mud into another <e2>causeway</e2>, in the style of Bai Causeway.	17
The <e1>river</e1> once powered a <e2>grist mill</e2>.	10
The woman left the room and walked down the hall and saw the <e1>novelist</e1> hunched before his <e2>computer</e2>.	11
An <e1>object</e1> has been placed into <e2>orbit</e2>.	6
Real-world <e1>truths</e1> were imported into the fictional <e2>world</e2>.	6
The greatest <e1>plenitude</e1> of <e2>graces</e2> was conferred on him as man, and from him, as he was our head, derived to all the members of his Church.	18
The <e1>rain</e1> begets the <e2>food</e2> we eat.	18
The <e1>author</e1> applied the above-mentioned simple <e2>dovetailer</e2> to all computable universes.	11
Skype <e1>founders</e1> have moved into a net <e2>TV</e2>.	6
All <e1>infrastructure</e1> is falling into <e2>disrepair</e2>.	18
He has been a <e1>committee</e1> <e2>member</e2> for Gungarde in Cooktown.	13
An unknown source brought an <e1>alien frog</e1> into our <e2>eco-system</e2>.	18
For the locative she includes a <e1>photocopy</e1> from Collier's <e2>encyclopedia</e2> under the header Zwickau which has the text dating the city from at least 1471.	8
Also, in the midst of the <e1>confusion</e1> caused by the <e2>coup</e2>, the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion.	1
The fibre <e1>pellets</e1> were blown into <e2>cavities</e2> using special equipment.	6
She threw her <e1>passion</e1> into this <e2>painting</e2>.	6
The <e1>clock</e1> has a LCD <e2>display</e2> with the following fields: DayOfWeek Date X Time (offset to utc).	3
He noted that, before printing, key phrases had been deleted that had earlier been approved by the <e1>draft</e1>'s several <e2>scientist-authors</e2>.	16
Some <e1>tombs</e1> were laboriously piled up by <e2>legions</e2> of coolies, others dug into hills.	16
The <e1>bomb</e1> weighing 6kg was inside a <e2>box</e2> fitted with an electronic detonator.	4
Paul the <e1>novelist</e1> has a <e2>computer</e2> but uses his old Smith Corona manual.	18
The following <e1>letter</e1> was sent to <e2>members</e2> of the U.S. Senate.	6
She prepared some <e1>beef</e1> <e2>bouillon</e2> and let it cool.	9
<e1>Properties</e1> of the soils developed from the <e2>amphibolites</e2> of Santiago-Ponte Ulla, Spain.	0
White and rose wines are served slightly chilled (around 10 C or 50 F) - one hour on the <e1>shelf</e1> of the <e2>refrigerator</e2> brings them to the right temperature.	2
Large <e1>rafters</e1> of <e2>turkeys</e2> have drown by standing out in the rain, looking up at it, with their mouths open.	13
The <e1>brothers</e1> wrote this <e2>movie</e2> after coming up with the characters.	17
This absorbency is important in a <e1>candle</e1> because the <e2>wick</e2> needs to absorb liquid wax and move it upward while the candle is burning.	3
Spain, Portugal and Greece invested the EU <e1>funds</e1> into massive <e2>road construction projects</e2>.	6
A friend had given her purple scraps from a <e1>clothing</e1> <e2>factory</e2> in a nearby town.	16
The <e1>lymphomas</e1> are caused by neoplastic <e2>proliferation</e2> of cells in the lymphoid system.	1
The Shakespeare Authorship Studies Conference is the world's largest <e1>convocation</e1> of <e2>academicians</e2> and scholars to gather annually for the purpose of sharing new research on the life and works of the Elizabethan era's premier poet, playwright and wordsmith.	18
Both goals were addressed, but the primary goal of the <e1>street</e1> <e2>furniture</e2> was to enhance the quality of life for people in Phildaelphia and the secondary goal was to increase revenue for the City of Philadelphia.	18
The <e1>epidemic</e1> is spreading into <e2>areas</e2> and countries where, until recently, there was little or no HIV present.	6
Eventually the <e1>path</e1> went away from the <e2>lake</e2> into some gorse.	18
The <e1>soot</e1> has been blown down into the <e2>fireplace</e2>.	6
The <e1>statement</e1> below comes from the Morristown Humane Society <e2>website</e2>.	8
The <e1>fit</e1> of this <e2>jacket</e2> is perfect, it is not bulky.	18
The gourmet <e1>cuisine</e1> seen throughout the film was prepared by <e2>chefs</e2> from the Food Network.	16
<e1>Herds</e1> with one <e2>stallion</e2> were organized in many stud farms, and a large number of separate lines were recognized.	13
The dancing <e1>duo</e1> caused a <e2>stir</e2> on the 2008 series of the show with their infusion of classic Michael Jackson songs and dance moves mixed with bangra.	0
In America, generations of Portuguese <e1>immigrants</e1> from the <e2>mainland</e2>, Azores and Madeira have brought their often-simple but diverse and always tasty cuisine.	8
